split,action_id,box_location,unclear_reason,notes,labeled_at
train,action_73,inside,,,1779416024.03509
train,action_74,outside,,,1779416029.595579
train,action_75,outside,,,1779416035.708169
train,action_76,outside,,,1779416051.510369
train,action_77,outside,,,1779416055.974525
train,action_78,outside,,,1779416060.715413
train,action_79,outside,,,1779416065.4874082
train,action_80,outside,,,1779416070.806067
train,action_81,outside,,,1779416075.178554
train,action_82,outside,,,1779416079.5775502
train,action_83,outside,,,1779416085.277142
train,action_84,outside,,,1779416090.275125
train,action_85,inside,,,1779416099.7139149
train,action_86,outside,,,1779416104.7070038
train,action_87,outside,,,1779417782.7876322
train,action_88,outside,,,1779417787.03723
train,action_89,outside,,,1779417792.0226922
train,action_90,outside,,,1779417797.9515688
train,action_91,outside,,,1779417802.488422
train,action_92,outside,,,1779417807.1124742
train,action_93,outside,,,1779417812.555609
train,action_94,outside,,,1779417817.36846
train,action_95,outside,,,1779417822.233108
train,action_96,outside,,,1779417826.924096
train,action_97,outside,,,1779417832.088626
train,action_98,outside,,,1779417836.8244631
train,action_99,outside,,,1779417841.34088
train,action_100,outside,,,1779417847.211852
train,action_101,outside,,,1779417851.994587
train,action_102,outside,,,1779417855.98079
train,action_103,outside,,,1779417860.798411
train,action_104,outside,,,1779417865.867501
train,action_105,outside,,,1779417870.157527
train,action_106,outside,,,1779417875.273031
train,action_107,outside,,,1779417880.116877
train,action_108,outside,,,1779417884.782156
train,action_109,outside,,,1779417889.4173849
train,action_110,outside,,,1779417893.76845
train,action_111,outside,,,1779417898.599445
train,action_112,outside,,,1779417903.036171
train,action_113,outside,,,1779417907.612131
train,action_114,outside,,,1779417913.433802
train,action_115,outside,,,1779417919.073621
train,action_116,outside,,,1779417924.312309
train,action_117,outside,,,1779417929.3629482
train,action_118,outside,,,1779417935.554872
train,action_119,outside,,,1779417940.012754
train,action_120,outside,,,1779417946.404205
train,action_121,outside,,,1779417951.1915991
train,action_122,outside,,,1779417955.567636
train,action_123,outside,,,1779417961.148105
train,action_124,outside,,,1779417966.536895
train,action_125,outside,,,1779417972.73056
train,action_126,outside,,,1779417977.2138638
train,action_127,outside,,,1779417981.12857
train,action_128,outside,,,1779417985.44671
train,action_129,outside,,,1779417989.35057
train,action_130,inside,,,1779417994.042101
train,action_131,outside,,,1779417999.4151611
train,action_132,outside,,,1779418003.748499
train,action_133,outside,,,1779418008.0663521
train,action_134,outside,,,1779418013.155461
train,action_135,outside,,,1779418017.415781
train,action_136,outside,,,1779418021.5092638
train,action_137,outside,,,1779418026.0611992
train,action_138,outside,,,1779418030.388892
train,action_139,outside,,,1779418035.220255
train,action_140,outside,,,1779418039.6294222
train,action_141,outside,,,1779418044.066154
train,action_142,outside,,,1779418049.3951738
train,action_143,outside,,,1779418054.77918
train,action_144,outside,,,1779418060.0183702
train,action_145,inside,,,1779418064.980271
train,action_146,outside,,,1779418070.2048728
train,action_147,outside,,,1779418075.299499
train,action_148,outside,,,1779418079.0906901
train,action_149,outside,,,1779418083.486969
train,action_150,outside,,,1779418087.752219
train,action_151,outside,,,1779418093.9769511
train,action_152,outside,,,1779418097.925164
train,action_153,inside,,,1779418125.275837
train,action_154,outside,,,1779418134.18468
train,action_155,outside,,,1779418138.699139
train,action_156,outside,,,1779418143.0171578
train,action_157,outside,,,1779418147.705017
train,action_158,outside,,,1779418151.712887
train,action_159,outside,,,1779418155.702851
train,action_160,outside,,,1779418168.69462
train,action_161,outside,,,1779418173.71503
train,action_162,outside,,,1779418178.02615
train,action_163,outside,,,1779418205.0730329
train,action_164,outside,,,1779418209.882381
train,action_165,outside,,,1779418214.520577
train,action_166,outside,,,1779418218.8570938
train,action_167,outside,,,1779418223.084394
train,action_168,outside,,,1779418228.530313
train,action_169,outside,,,1779418233.5362182
train,action_170,outside,,,1779418238.093306
train,action_171,outside,,,1779418242.461687
train,action_172,outside,,,1779418248.1515799
train,action_173,outside,,,1779418252.966188
train,action_174,outside,,,1779418258.10156
train,action_175,outside,,,1779418262.791061
train,action_176,outside,,,1779418269.5852869
train,action_177,outside,,,1779418274.6404312
train,action_178,outside,,,1779418279.004548
train,action_179,inside,,,1779418288.0271091
train,action_180,outside,,,1779418293.660918
train,action_181,outside,,,1779418297.978712
train,action_182,outside,,,1779418302.056326
train,action_183,outside,,,1779418306.283448
train,action_184,outside,,,1779418310.8182652
train,action_185,outside,,,1779418316.042851
train,action_186,outside,,,1779418320.669491
train,action_187,inside,,,1779418325.5955331
train,action_188,outside,,,1779418329.552758
train,action_189,outside,,,1779418332.902831
train,action_190,outside,,,1779418345.499876
train,action_191,outside,,,1779418349.94146
train,action_192,outside,,,1779418354.7236109
train,action_193,unclear,,,1779418372.724915
train,action_194,outside,,,1779418383.214732
train,action_195,outside,,,1779418387.367284
train,action_196,outside,,,1779418391.836971
train,action_197,outside,,,1779418397.312242
train,action_198,outside,,,1779418401.14956
train,action_199,outside,,,1779418405.878602
train,action_200,outside,,,1779418415.848511
train,action_201,inside,,,1779418420.853981
train,action_202,outside,,,1779418426.582525
train,action_203,outside,,,1779418431.351312
train,action_204,outside,,,1779418435.339896
train,action_205,outside,,,1779418440.4528158
train,action_206,outside,,,1779418459.309221
train,action_207,outside,,,1779418464.243071
train,action_208,outside,,,1779418485.618864
train,action_209,outside,,,1779418491.109333
train,action_210,outside,,,1779418494.869291
train,action_211,outside,,,1779418499.452912
train,action_212,outside,,,1779418504.983472
train,action_213,outside,,,1779418523.239973
train,action_214,outside,,,1779418528.414794
train,action_215,inside,,,1779418546.818659
train,action_216,outside,,,1779418551.787306
train,action_217,outside,,,1779418558.637609
train,action_218,outside,,,1779418564.898734
train,action_219,outside,,,1779418571.287136
train,action_220,outside,,,1779418578.786226
train,action_221,outside,,,1779418583.3388731
train,action_222,outside,,,1779418588.2069728
train,action_223,outside,,,1779418593.69739
train,action_224,outside,,,1779418599.916055
train,action_225,outside,,,1779418604.502025
train,action_226,outside,,,1779418609.0296478
train,action_227,outside,,,1779418615.247683
train,action_228,outside,,,1779418619.434326
train,action_229,outside,,,1779418624.17728
train,action_230,outside,,,1779418629.63731
train,action_231,outside,,,1779418634.66216
train,action_232,outside,,,1779418639.494944
train,action_233,unclear,,,1779418657.269579
train,action_234,outside,,,1779418667.477246
train,action_235,outside,,,1779418674.906516
train,action_236,outside,,,1779418680.207424
train,action_237,outside,,,1779418686.577727
train,action_238,inside,,,1779418692.13393
train,action_239,outside,,,1779418697.034129
train,action_240,outside,,,1779418701.774016
train,action_241,outside,,,1779418706.5271318
train,action_242,unclear,,,1779418719.519079
train,action_243,outside,,,1779418732.1338089
train,action_244,outside,,,1779418737.176085
train,action_245,outside,,,1779418907.506099
train,action_246,outside,,,1779418911.8902001
train,action_247,inside,,,1779418916.065141
train,action_248,outside,,,1779418933.068327
train,action_249,outside,,,1779418939.964371
train,action_250,outside,,,1779418956.988663
train,action_251,outside,,,1779418961.741676
train,action_252,outside,,,1779418968.4566169
train,action_253,outside,,,1779418974.424051
train,action_254,outside,,,1779418984.31809
train,action_255,outside,,,1779418988.9403992
train,action_256,outside,,,1779418992.896532
train,action_257,outside,,,1779418996.619176
train,action_258,outside,,,1779419001.988346
train,action_259,outside,,,1779419006.8020952
train,action_260,outside,,,1779419011.253303
train,action_261,outside,,,1779419016.022914
train,action_262,outside,,,1779419020.422776
train,action_263,outside,,,1779419025.2559922
train,action_264,outside,,,1779419029.5887702
train,action_265,outside,,,1779419034.143522
train,action_266,inside,,,1779419043.94358
train,action_267,outside,,,1779419050.8860219
train,action_268,inside,,,1779419055.77631
train,action_269,outside,,,1779419060.8832908
train,action_270,outside,,,1779419067.2560909
train,action_271,outside,,,1779419073.074521
train,action_272,outside,,,1779419079.284578
train,action_273,outside,,,1779419083.634043
train,action_274,outside,,,1779419090.049376
train,action_275,outside,,,1779419095.846702
train,action_276,outside,,,1779419102.260472
train,action_277,outside,,,1779419107.079011
train,action_278,outside,,,1779419111.7536929
train,action_279,outside,,,1779419117.1392379
train,action_280,outside,,,1779419121.869384
train,action_281,outside,,,1779419125.829061
train,action_282,outside,,,1779419130.928261
train,action_283,outside,,,1779419135.514176
train,action_284,outside,,,1779419140.506939
train,action_285,outside,,,1779419145.163506
train,action_286,outside,,,1779419149.501353
train,action_287,inside,,,1779419179.142045
train,action_288,inside,,,1779419183.324584
train,action_289,unclear,borderline,,1779419211.8311281
train,action_290,outside,,,1779419217.226392
train,action_291,outside,,,1779419222.01653
train,action_292,outside,,,1779419226.54261
train,action_293,outside,,,1779419231.263289
train,action_294,outside,,,1779419236.8312309
train,action_295,outside,,,1779419243.813201
train,action_296,outside,,,1779419248.2337332
train,action_297,outside,,,1779419252.636342
train,action_298,inside,,,1779419257.458532
train,action_299,outside,,,1779419264.206228
train,action_300,outside,,,1779419268.585713
train,action_301,outside,,,1779419274.377503
train,action_302,outside,,,1779419278.5953422
train,action_303,outside,,,1779419283.272495
train,action_304,outside,,,1779419287.7902532
train,action_305,unclear,borderline,,1779419345.5960388
train,action_306,outside,,,1779419350.203467
train,action_307,outside,,,1779419355.077603
train,action_308,outside,,,1779419359.578957
train,action_309,outside,,,1779419364.990859
train,action_310,outside,,,1779419369.360506
train,action_311,outside,,,1779419374.2052648
train,action_312,outside,,,1779419380.187259
train,action_313,outside,,,1779419388.274923
train,action_314,outside,,,1779419394.636854
train,action_315,inside,,,1779419420.73487
train,action_316,outside,,,1779419425.17572
train,action_317,outside,,,1779419431.759686
train,action_318,outside,,,1779419436.529424
train,action_319,outside,,,1779419440.522277
train,action_320,outside,,,1779419446.846018
train,action_321,outside,,,1779419453.331521
train,action_322,outside,,,1779419459.186638
train,action_323,outside,,,1779419463.9661179
train,action_324,outside,,,1779419473.08521
train,action_325,outside,,,1779419479.4580858
train,action_326,outside,,,1779419486.01703
train,action_327,outside,,,1779419492.222882
train,action_328,outside,,,1779419498.446611
train,action_329,outside,,,1779419502.830508
train,action_330,inside,,,1779419507.167079
train,action_331,outside,,,1779419553.876498
train,action_332,outside,,,1779419558.411684
train,action_333,outside,,,1779419568.457889
train,action_334,inside,,,1779419574.173402
train,action_335,outside,,,1779419578.938902
train,action_336,outside,,,1779419583.818281
train,action_337,outside,,,1779419590.7349372
train,action_338,outside,,,1779419595.588141
train,action_339,outside,,,1779419605.3277519
train,action_340,outside,,,1779419621.1125
train,action_341,inside,,,1779419632.1795578
train,action_342,outside,,,1779419645.9047198
train,action_343,outside,,,1779419660.695091
train,action_344,outside,,,1779419665.387712
train,action_345,outside,,,1779419671.826145
train,action_346,outside,,,1779419676.427616
train,action_347,outside,,,1779419681.0779982
train,action_348,outside,,,1779419685.2638159
train,action_349,outside,,,1779419691.504134
train,action_350,outside,,,1779419697.541824
train,action_351,outside,,,1779419702.107341
train,action_352,unclear,,,1779419721.7452369
train,action_353,outside,,,1779419726.728461
train,action_354,outside,,,1779419731.298752
train,action_355,outside,,,1779419736.340565
train,action_356,outside,,,1779419740.641629
train,action_357,outside,,,1779419744.974209
train,action_358,outside,,,1779419749.612709
train,action_359,outside,,,1779419755.8717299
train,action_360,outside,,,1779419761.2434392
train,action_361,outside,,,1779419765.3772988
train,action_362,outside,,,1779419769.787717
train,action_363,outside,,,1779419774.5181382
train,action_364,outside,,,1779419778.90939
train,action_365,outside,,,1779419782.941002
train,action_366,outside,,,1779419787.416815
train,action_367,outside,,,1779419790.1346948
train,action_368,outside,,,1779419797.045562
train,action_369,outside,,,1779419800.5287418
train,action_370,outside,,,1779419805.052934
train,action_371,outside,,,1779419810.020088
train,action_372,outside,,,1779419814.807186
train,action_373,outside,,,1779419819.379603
train,action_374,outside,,,1779419824.0082188
train,action_375,outside,,,1779419832.2355561
train,action_376,outside,,,1779419836.5594501
train,action_377,outside,,,1779419841.056395
train,action_378,outside,,,1779419845.004797
train,action_379,outside,,,1779419849.0078468
train,action_380,outside,,,1779419855.417633
train,action_381,outside,,,1779419861.377192
train,action_382,inside,,,1779419866.009223
train,action_383,outside,,,1779419870.6663392
train,action_384,outside,,,1779419876.290835
train,action_385,outside,,,1779419890.4388611
train,action_386,outside,,,1779419894.697424
train,action_387,outside,,,1779419899.6805708
train,action_388,outside,,,1779419905.3763578
train,action_389,outside,,,1779419909.956762
train,action_390,outside,,,1779419915.0977972
train,action_391,outside,,,1779419919.281538
train,action_392,outside,,,1779419921.72882
train,action_393,outside,,,1779419926.499212
train,action_394,outside,,,1779419931.9775329
train,action_395,outside,,,1779419938.652245
train,action_396,outside,,,1779419945.080885
train,action_397,outside,,,1779419951.9850008
train,action_398,outside,,,1779419956.261364
train,action_399,outside,,,1779419968.258914
train,action_400,outside,,,1779419984.891679
train,action_401,outside,,,1779419989.9216151
train,action_402,unclear,,,1779420009.207016
train,action_403,outside,,,1779420016.534985
train,action_404,outside,,,1779420023.326983
train,action_405,outside,,,1779420029.480085
train,action_406,outside,,,1779420033.843699
train,action_407,outside,,,1779420039.297142
train,action_408,outside,,,1779420044.12955
train,action_409,outside,,,1779420048.445497
train,action_410,outside,,,1779420072.005044
train,action_411,outside,,,1779420078.12012
train,action_412,outside,,,1779420083.2812312
train,action_413,outside,,,1779420088.41285
train,action_414,outside,,,1779420097.605684
train,action_415,inside,,,1779420102.049304
train,action_416,outside,,,1779420106.95162
train,action_417,unclear,,,1779420115.500732
train,action_418,outside,,,1779420120.344007
train,action_419,outside,,,1779420124.653557
train,action_420,outside,,,1779420129.556763
train,action_421,outside,,,1779420134.028806
train,action_422,outside,,,1779420138.136302
train,action_423,outside,,,1779420143.2548978
train,action_424,outside,,,1779420147.798655
train,action_425,outside,,,1779420152.179739
train,action_426,outside,,,1779420156.56801
train,action_427,outside,,,1779420160.903658
train,action_428,outside,,,1779420168.061065
train,action_429,outside,,,1779420172.7750149
train,action_430,outside,,,1779420178.644491
train,action_431,inside,,,1779420182.637114
train,action_432,outside,,,1779420190.24928
train,action_433,outside,,,1779420195.904159
train,action_434,inside,,,1779420202.160486
train,action_435,outside,,,1779420206.241353
train,action_436,unclear,,,1779420213.8148322
train,action_437,inside,,,1779420396.8870459
train,action_438,inside,,,1779420402.530159
train,action_439,outside,,,1779420408.640644
train,action_440,outside,,,1779420413.643724
train,action_441,outside,,,1779420417.7623029
train,action_442,outside,,,1779420421.550299
train,action_443,outside,,,1779420425.978372
train,action_444,outside,,,1779420429.8776598
train,action_445,outside,,,1779420434.392477
train,action_446,outside,,,1779420438.6043231
train,action_447,outside,,,1779420443.0374742
train,action_448,outside,,,1779420447.38911
train,action_449,outside,,,1779420451.883102
train,action_450,outside,,,1779420456.592146
train,action_451,outside,,,1779420462.083616
train,action_452,outside,,,1779420466.628201
train,action_453,outside,,,1779420472.60393
train,action_454,outside,,,1779420478.007335
train,action_455,outside,,,1779420482.633641
train,action_456,outside,,,1779420487.9700632
train,action_457,outside,,,1779420492.470546
train,action_458,outside,,,1779420497.155624
train,action_459,outside,,,1779420501.51941
train,action_460,outside,,,1779420506.244441
train,action_461,outside,,,1779420511.147105
train,action_462,outside,,,1779420515.468022
train,action_463,outside,,,1779420520.435792
train,action_464,outside,,,1779420525.695814
train,action_465,outside,,,1779420529.761815
train,action_466,outside,,,1779420535.973894
train,action_467,outside,,,1779420540.606771
train,action_468,outside,,,1779420545.404329
train,action_469,outside,,,1779420549.155088
train,action_470,outside,,,1779420553.542578
train,action_471,outside,,,1779420557.889098
train,action_472,outside,,,1779420561.9353049
train,action_473,outside,,,1779420567.068295
train,action_474,outside,,,1779420572.242074
train,action_475,outside,,,1779420576.596512
train,action_476,outside,,,1779420582.925476
train,action_477,outside,,,1779420588.048426
train,action_478,outside,,,1779420592.4660108
train,action_479,outside,,,1779420596.573184
train,action_480,outside,,,1779420600.592459
train,action_481,outside,,,1779420605.009115
train,action_482,outside,,,1779420609.534132
train,action_483,outside,,,1779420614.0638568
train,action_484,outside,,,1779420618.442799
train,action_485,outside,,,1779420623.122881
train,action_486,outside,,,1779420627.0971699
train,action_487,outside,,,1779420631.229305
train,action_488,outside,,,1779420635.593505
train,action_489,outside,,,1779420640.977895
train,action_490,outside,,,1779420646.029293
train,action_491,outside,,,1779420651.0505228
train,action_492,outside,,,1779420655.932493
train,action_493,unclear,,,1779420668.906137
train,action_494,outside,,,1779420673.205848
train,action_495,outside,,,1779420677.61802
train,action_496,outside,,,1779420682.00161
train,action_497,outside,,,1779420685.825217
train,action_498,outside,,,1779420690.215531
train,action_499,outside,,,1779420695.590862
train,action_500,outside,,,1779420699.747457
train,action_501,outside,,,1779420703.706319
train,action_502,outside,,,1779420708.511435
train,action_503,outside,,,1779420712.870087
train,action_504,outside,,,1779420717.412082
train,action_505,outside,,,1779420722.054661
train,action_506,outside,,,1779420726.784244
train,action_507,outside,,,1779420731.585633
train,action_508,outside,,,1779420737.873141
train,action_509,outside,,,1779420743.4299572
train,action_510,inside,,,1779420748.819799
train,action_511,outside,,,1779420753.290944
train,action_512,outside,,,1779420757.431048
train,action_513,outside,,,1779420761.092672
train,action_514,outside,,,1779420765.423882
train,action_515,outside,,,1779420770.211139
train,action_516,outside,,,1779420774.848974
train,action_517,outside,,,1779420779.37951
train,action_518,outside,,,1779420783.919868
train,action_519,outside,,,1779420788.976992
train,action_520,outside,,,1779420793.252036
train,action_521,outside,,,1779420797.48347
train,action_522,outside,,,1779420802.133358
train,action_523,outside,,,1779420807.950621
train,action_524,outside,,,1779420816.021267
train,action_525,outside,,,1779420821.191062
train,action_526,outside,,,1779420825.522605
train,action_527,outside,,,1779420828.8529541
train,action_528,outside,,,1779420833.064074
train,action_529,outside,,,1779420837.3691578
train,action_530,outside,,,1779420841.944851
train,action_531,outside,,,1779420846.912259
train,action_532,outside,,,1779420853.209547
train,action_533,outside,,,1779420858.576274
train,action_534,outside,,,1779420861.454977
train,action_535,outside,,,1779420866.915898
train,action_536,outside,,,1779420872.091112
train,action_537,outside,,,1779420927.895062
train,action_538,unclear,,,1779420940.868463
train,action_539,outside,,,1779420946.273393
train,action_540,unclear,,,1779420953.8000169
train,action_541,outside,,,1779420958.270849
train,action_542,outside,,,1779420962.1153579
train,action_543,outside,,,1779420966.355943
train,action_544,outside,,,1779420970.7672498
train,action_545,outside,,,1779420974.903872
train,action_546,outside,,,1779420980.9509492
train,action_547,outside,,,1779420985.527412
train,action_548,outside,,,1779420989.980438
train,action_549,outside,,,1779420996.144007
train,action_550,outside,,,1779421002.9114041
train,action_551,outside,,,1779421007.21633
train,action_552,outside,,,1779421011.340501
train,action_553,outside,,,1779421015.795778
train,action_554,outside,,,1779421020.608753
train,action_555,outside,,,1779421025.365341
train,action_556,outside,,,1779421031.248598
train,action_557,outside,,,1779421035.120113
train,action_558,outside,,,1779421039.963273
train,action_559,outside,,,1779421044.19294
train,action_560,unclear,,,1779421052.295629
train,action_561,outside,,,1779421056.8056488
train,action_562,outside,,,1779421063.587138
train,action_563,outside,,,1779421069.302625
train,action_564,outside,,,1779421074.671241
train,action_565,outside,,,1779421085.819813
train,action_566,outside,,,1779421090.7953448
train,action_567,outside,,,1779421095.690391
train,action_568,outside,,,1779421098.091153
train,action_569,outside,,,1779421103.770566
train,action_570,outside,,,1779421108.4397628
train,action_571,outside,,,1779421113.193246
train,action_572,outside,,,1779421118.398058
train,action_573,outside,,,1779421122.929197
train,action_574,unclear,,,1779421144.514601
train,action_575,outside,,,1779421149.068149
train,action_576,outside,,,1779421153.9934359
train,action_577,outside,,,1779421158.496232
train,action_578,outside,,,1779421163.148113
train,action_579,outside,,,1779421178.881744
train,action_580,unclear,,,1779421192.980132
train,action_581,outside,,,1779421197.841252
train,action_582,outside,,,1779421203.2548668
train,action_583,outside,,,1779421207.2141929
train,action_584,outside,,,1779421213.077545
train,action_585,outside,,,1779421217.952665
train,action_586,outside,,,1779421222.575679
train,action_587,outside,,,1779421242.119426
train,action_588,outside,,,1779421247.62726
train,action_589,outside,,,1779421253.1918368
train,action_590,outside,,,1779421257.0204968
train,action_591,outside,,,1779421334.166734
train,action_592,outside,,,1779421338.49706
train,action_593,outside,,,1779421342.788828
train,action_594,outside,,,1779421347.453079
train,action_595,outside,,,1779421352.010825
train,action_596,outside,,,1779421356.694379
train,action_597,outside,,,1779421362.739754
train,action_598,outside,,,1779421367.343468
train,action_599,outside,,,1779421373.36978
train,action_600,outside,,,1779421377.604907
train,action_601,inside,,,1779421382.0135381
train,action_602,outside,,,1779421396.653435
train,action_603,outside,,,1779421401.166476
train,action_604,outside,,,1779421405.759548
train,action_605,outside,,,1779421410.164413
train,action_606,outside,,,1779421414.8034508
train,action_607,outside,,,1779421419.709802
train,action_608,outside,,,1779421424.063827
train,action_609,outside,,,1779421430.646039
train,action_610,unclear,,,1779421438.654497
train,action_611,outside,,,1779421452.6921642
train,action_612,outside,,,1779421458.7217028
train,action_613,outside,,,1779421463.853573
train,action_614,outside,,,1779421469.5105221
train,action_615,outside,,,1779421474.102869
train,action_616,unclear,,,1779421482.43711
train,action_617,outside,,,1779421487.9350688
train,action_618,outside,,,1779421503.3677921
train,action_619,outside,,,1779421508.0936692
train,action_620,outside,,,1779421511.7976189
train,action_621,outside,,,1779421515.7856052
train,action_622,outside,,,1779421520.3081899
train,action_623,inside,,,1779421524.622256
train,action_624,outside,,,1779421528.8809311
train,action_625,outside,,,1779421533.216992
train,action_626,outside,,,1779421537.9720252
train,action_627,outside,,,1779421542.200685
train,action_628,outside,,,1779421546.279071
train,action_629,outside,,,1779421551.6355011
train,action_630,outside,,,1779421556.662066
train,action_631,outside,,,1779421561.162664
train,action_632,outside,,,1779421629.943882
train,action_633,outside,,,1779421634.3214028
train,action_634,outside,,,1779421639.164416
train,action_635,outside,,,1779421648.5675461
train,action_636,outside,,,1779421653.055125
train,action_637,outside,,,1779422736.701869
train,action_638,outside,,,1779422742.1090372
train,action_639,outside,,,1779422748.103046
train,action_640,outside,,,1779422754.455915
train,action_641,outside,,,1779422759.019073
train,action_642,outside,,,1779422766.6245959
train,action_643,outside,,,1779422771.8135092
train,action_644,outside,,,1779422777.007134
train,action_645,outside,,,1779422781.697495
train,action_646,outside,,,1779422786.392104
train,action_647,outside,,,1779422791.13096
train,action_648,outside,,,1779422795.464546
train,action_649,unclear,,,1779422807.992835
train,action_650,outside,,,1779422812.657676
train,action_651,outside,,,1779422817.365129
train,action_652,outside,,,1779422822.2414
train,action_653,unclear,,,1779422829.0595121
train,action_654,outside,,,1779422834.6207712
train,action_655,outside,,,1779422841.6829069
train,action_656,outside,,,1779422845.889649
train,action_657,outside,,,1779422850.4371421
train,action_658,outside,,,1779422854.854491
train,action_659,outside,,,1779422869.659935
train,action_660,outside,,,1779422898.756088
train,action_661,outside,,,1779422904.738783
train,action_662,outside,,,1779422909.121173
train,action_663,outside,,,1779422914.4352179
train,action_664,outside,,,1779422919.654772
train,action_665,outside,,,1779422924.048674
train,action_666,outside,,,1779422928.655212
train,action_667,outside,,,1779422979.217872
train,action_668,outside,,,1779422988.401691
train,action_669,outside,,,1779422994.026325
train,action_670,outside,,,1779422998.3792791
train,action_671,outside,,,1779423002.2282398
train,action_672,outside,,,1779423006.686688
train,action_673,outside,,,1779423011.067741
train,action_674,outside,,,1779423015.626294
train,action_675,outside,,,1779423020.1901839
train,action_676,outside,,,1779423024.564908
train,action_677,outside,,,1779423029.3952022
train,action_678,outside,,,1779423033.948243
train,action_679,unclear,,,1779423084.7667332
train,action_680,outside,,,1779423088.947423
train,action_681,outside,,,1779423093.791252
train,action_682,outside,,,1779423097.9189792
train,action_683,outside,,,1779423102.523212
train,action_684,outside,,,1779423107.381581
train,action_685,outside,,,1779423111.944073
train,action_686,outside,,,1779423116.592468
train,action_687,outside,,,1779423120.804667
train,action_688,outside,,,1779423125.4
train,action_689,outside,,,1779423131.783044
train,action_690,outside,,,1779423147.0455732
train,action_691,outside,,,1779423152.13303
train,action_692,outside,,,1779423155.939522
train,action_693,outside,,,1779423159.209825
train,action_694,outside,,,1779423173.195331
train,action_695,outside,,,1779423180.179289
train,action_696,outside,,,1779423187.2902882
train,action_697,outside,,,1779423192.793622
train,action_698,outside,,,1779423198.193981
train,action_699,outside,,,1779423202.8264499
train,action_700,outside,,,1779423213.0926778
train,action_701,outside,,,1779423218.0117068
train,action_702,outside,,,1779423222.58388
train,action_703,outside,,,1779423233.9530702
train,action_704,unclear,,,1779423258.022781
train,action_705,outside,,,1779423262.96143
train,action_706,unclear,,,1779423280.5449011
train,action_707,outside,,,1779423285.606102
train,action_708,outside,,,1779423290.235121
train,action_709,outside,,,1779423295.052824
train,action_710,outside,,,1779423299.707828
train,action_711,outside,,,1779423304.01086
train,action_712,outside,,,1779423308.252002
train,action_713,outside,,,1779423312.331486
train,action_714,unclear,,,1779423321.283505
train,action_715,outside,,,1779423326.373447
train,action_716,unclear,,,1779423333.6289878
train,action_717,outside,,,1779423344.909915
train,action_718,outside,,,1779423350.783731
train,action_719,outside,,,1779423356.941329
train,action_720,unclear,,,1779423364.761493
train,action_721,outside,,,1779423369.5290089
train,action_722,outside,,,1779423374.627548
